"redni broj","Vrh","planina ili predeo","NV","SGŠ","IGD","sekcija","napomene"
"682","M. Merica","Zlatar","1517","43⁰23,781‘","19⁰47,334‘","578 2 prijepolje","JZ Srb."
"683","Glavice","Zlatar","1478","43⁰25,400‘","19⁰45,946‘","578 2 prijepolje","JZ Srb."
"684","Okruglica","Zlatar","1471","43⁰22,954‘","19⁰46,316‘","578 2 prijepolje","JZ Srb."
"685","Pliješ","Zlatar","1461","43⁰21,705‘","19⁰49,283‘","578 2 prijepolje","JZ Srb."
"686","Suvi  bor","Zlatar","1453","43⁰22,045‘","19⁰51,765‘","578 2 prijepolje","JZ Srb."
"687","","Zlatar","1452","43⁰22,466‘","19⁰50,202‘","578 2 prijepolje","JZ Srb."
"688","V. Orlovača","Zlatar","1422","43⁰23,548‘","19⁰49,903‘","578 2 prijepolje","JZ Srb."
"689","Runjeva glava","Zlatar","1412","43⁰25,424‘","19⁰47,793‘","578 2 prijepolje","JZ Srb."
"690","Klik","Zlatar","1409","43⁰ 2,019‘","19⁰ 4,898‘","578 1 prijepolje","JZ Srb."
"691","Bandera","Zlatar","1409","43⁰22,462‘","19⁰53,573‘","578 2 prijepolje","JZ Srb."
"692","Četanica","Zlatar","1384","43⁰19,436‘","19⁰48,768‘","578 2 prijepolje","JZ Srb."
"693","Veliki Klik","Zlatar","1376","43⁰ 2,908‘","19⁰ 4,898‘","578 1 prijepolje","JZ Srb."
"694","Crni vrh","Zlatar","1371","43⁰ 2,662‘","19⁰ 4,006‘","578 1 prijepolje","JZ Srb."
"695","Vjetrenik","Zlatar","1328","43⁰26,175‘","19⁰49,058‘","578 2 prijepolje","JZ Srb."
"696","Procijelj","Zlatar","1322","43⁰20,610‘","19⁰54,343‘","578 2 prijepolje","JZ Srb."
"697","Crni vrh","Zlatar","1287","43⁰26,204‘","19⁰45,878‘","578 2 prijepolje","JZ Srb."
"698","Vršac","Zlatar","1274","43⁰26,470‘","19⁰46,506‘","578 2 prijepolje","JZ Srb."
"699","Crna stena","Zlatar","1243","43⁰26,124‘","19⁰47,078‘","578 2 prijepolje","JZ Srb."
"700","Glavica","Zlatar","1236","43⁰21,087‘","19⁰47,189‘","578 2 prijepolje","JZ Srb."
"701","Kukanj","Zlatar","1090","43⁰ 2,261‘","19⁰ 4,419‘","578 1 prijepolje","JZ Srb."
"702","Smudinoge","Zlatar?","1157","43⁰30,243‘","19⁰53,143‘","528 4 Užice","JZ Srb."
"703","Bandera (Tornik)","Zlatibor","1496","43⁰39,222‘","19⁰38,708‘","528 3 Užice","JZ Srb."
"704","Ravni Tornik","Zlatibor","1442","43⁰38,903‘","19⁰41,062‘","528 3 Užice","JZ Srb."
"705","Liska","Zlatibor","1356","43⁰40,114‘","19⁰36,988‘","528 3 Užice","JZ Srb."
"706","Prisoje","Zlatibor","1298","43⁰34,491‘","19⁰52,453‘","528 4 Užice","JZ Srb."
"707","Treštena stena","Zlatibor","1287","43⁰35,959‘","19⁰55,086‘","528 4 Užice","JZ Srb."
"708","Viogor","Zlatibor","1281","43⁰45,909‘","19⁰33,706‘","528 1 Užice","JZ Srb."
"709","Džavska glava","Zlatibor","1264","43⁰37,997‘","19⁰39,178‘","528 3 Užice","JZ Srb."
"710","Orlov krš","Zlatibor","1240","43⁰35,005‘","19⁰50,779‘","528 4 Užice","JZ Srb."
"711","Šišatovac","Zlatibor","1231","43⁰48,901‘","19⁰33,329‘","528 1 Užice","JZ Srb."
"712","Crni vrh","Zlatibor","1229","43⁰35,983‘","19⁰52,483‘","528 4 Užice","JZ Srb."
"713","Stamenića vis","Zlatibor","1210","43⁰48,816‘","19⁰34,219‘","528 1 Užice","JZ Srb."
"714","Straža","Zlatibor","1201","43⁰36,088‘","19⁰51,582‘","528 4 Užice","JZ Srb."
"715","Crni vrh","Zlatibor","1198","43⁰42,225‘","19⁰37,444‘","528 3 Užice","JZ Srb."
"716","Veliki vis","Zlatibor","1182","43⁰48,515‘","19⁰35,133‘","528 1 Užice","JZ Srb."
"717","Kobilja glava","Zlatibor","1178","43⁰42,422‘","19⁰39,312‘","528 3 Užice","JZ Srb."
"718","Džamija","Zlatibor","1176","43⁰41,567‘","19⁰38,255‘","528 3 Užice","JZ Srb."
"719","Crni vrh","Zlatibor","1175","43⁰43,815‘","19⁰44,531‘","528 3 Užice","JZ Srb."
"720","Orlov vrh","Zlatibor","1168","43⁰38,879‘","19⁰43,230‘","528 3 Užice","JZ Srb."
"721","Karanovac","Zlatibor","1165","43⁰37,681‘","19⁰43,121‘","528 3 Užice","JZ Srb."
"722","(Čigota)","Zlatibor","1149","43⁰41,859‘","19⁰42,563‘","528 3 Užice","JZ Srb."
"723"," Nerandža","Zlatibor","1147","43⁰39,916‘","19⁰40,881‘","528 3 Užice","JZ Srb."
"724","Goli vis","Zlatibor","1140","43⁰48,244‘","19⁰35,595‘","528 1 Užice","JZ Srb."
"725","Rajčevina","Zlatibor","1139","43⁰42,473‘","19⁰38,345‘","528 3 Užice","JZ Srb."
"726","Lupoglav","Zlatibor","1139","43⁰41,636‘","19⁰39,378‘","528 3 Užice","JZ Srb."
"727","Savino brdo","Zlatibor","1133","43⁰47,125‘","19⁰36,671‘","528 1 Užice","JZ Srb."
"728","Leskovi vis","Zlatibor","1114","43⁰47,454‘","19⁰35,829‘","528 1 Užice","JZ Srb."
"729","Viogorić","Zlatibor","1106","43⁰45,577‘","19⁰35,170‘","528 1 Užice","JZ Srb."
"730","Dragaševac","Zlatibor","1105","43⁰35,389‘","19⁰56,978‘","528 4 Užice","JZ Srb."
"731","Đakino brdo","Zlatibor","1101","43⁰45,159‘","19⁰31,278‘","528 1 Užice","JZ Srb."
"732","Debelo brdo","Zlatibor","1093","43⁰41,337‘","19⁰41,587‘","528 3 Užice","JZ Srb."
"733","Lečića vrh","Zlatibor","1091","43⁰43,417‘","19⁰38,917‘","528 3 Užice","JZ Srb."
"734","Gušterica","Zlatibor","1089","43⁰46,373‘","19⁰34,542‘","528 1 Užice","JZ Srb."
"735","Veliko brdo","Zlatibor","1087","43⁰46,044‘","19⁰37,475‘","528 1 Užice","JZ Srb."
"736","Glavudža","Zlatibor","1082","43⁰42,669‘","19⁰43,032‘","528 3 Užice","JZ Srb."
"737","Vranjevina","Zlatibor","1072","43⁰43,187‘","19⁰43,791‘","528 3 Užice","JZ Srb."
"738","Bojište","Zlatibor","1070","43⁰42,399‘","19⁰48,480‘","528 4 Užice","JZ Srb."
"739","Selaćko brdo","Zlatibor","1070","43⁰32,743‘","19⁰46,559‘","528 4 Užice","JZ Srb."
"740","Crni vrh?","Zlatibor","1067","43⁰43,523‘","19⁰37,684‘","528 3 Užice","JZ Srb."
"741","Pandurica","Zlatibor","1043","43⁰42,508‘","19⁰40,762‘","528 3 Užice","JZ Srb."
"742","Mali Viogor","Zlatibor","1042","43⁰46,817‘","19⁰32,121‘","528 1 Užice","JZ Srb."
"743","Obešeni hrast","Zlatibor","1040","43⁰45,797‘","19⁰31,652‘","528 1 Užice","JZ Srb."
"744","Skakavac","Zlatibor","1038","43⁰47,845‘","19⁰34,011‘","528 1 Užice","JZ Srb."
"745","Kurtovo brdo","Zlatibor","1033","43⁰46,267‘","19⁰35,892‘","528 1 Užice","JZ Srb."
"746","Ćavik","Zlatibor","1015","43⁰45,621‘","19⁰41,226‘","528 1 Užice","JZ Srb."
"747","Lupoglav","Zlatibor","1003","43⁰44,015‘","19⁰48,739‘","528 4 Užice","JZ Srb."
"748","Niš","Zlatibor","1003","43⁰32,885‘","19⁰47,416‘","528 4 Užice","JZ Srb."
"749","Gradina","Zlatibor","994","43⁰43,737‘","19⁰49,583‘","528 4 Užice","JZ Srb."
"750","Crni vrh","Zlatibor","993","43⁰42,089‘","19⁰45,375‘","528 4 Užice","JZ Srb."
"751","Obadovo brdo","Zlatibor","982","43⁰45,399‘","19⁰42,026‘","528 1 Užice","JZ Srb."
"752","Gradina","Zlatibor","968","43⁰48,254‘","19⁰40,009‘","528 1 Užice","JZ Srb."
"753","Miloševac","Zlatibor","963","43⁰49,936‘","19⁰39,790‘","528 1 Užice","JZ Srb."
"754","Kozija stena","Zlatibor","959","43⁰47,250‘","19⁰33,047‘","528 1 Užice","JZ Srb."
"755","Veliko brdo","Zlatibor","959","43⁰42,983‘","19⁰51,742‘","528 4 Užice","JZ Srb."
"756","Velika česta","Zlatibor","958","43⁰47,352‘","19⁰38,059‘","528 1 Užice","JZ Srb."
"757","Lađevac","Zlatibor","940","43⁰45,367‘","19⁰42,835‘","528 1 Užice","JZ Srb."
"758","Krečana","Zlatibor","927","43⁰44,034‘","19⁰50,898‘","528 4 Užice","JZ Srb."
"759","Rudina","Zlatibor","907","43⁰49,061‘","19⁰37,621‘","528 1 Užice","JZ Srb."
"760","Ćalovac","Zlatibor","897","43⁰48,937‘","19⁰38,539‘","528 1 Užice","JZ Srb."
"761","Ojdansko brdo","Zlatibor","888","43⁰43,180‘","19⁰56,311‘","528 4 Užice","JZ Srb."
"762","Borovac","Zlatibor","868","43⁰48,690‘","19⁰36,907‘","528 1 Užice","JZ Srb."
"763","Čumski vrh","Zlatibor (Alin Potok)","1090","43⁰41,193‘","19⁰48,522‘","528 4 Užice","JZ Srb."
"764","Rađen omar","Zlatibor (Alin Potok)","1072","43⁰41,476‘","19⁰49,803‘","528 4 Užice","JZ Srb."
"765","Pjevčak","Zlatibor (Alin Potok)","1039","43⁰43,057‘","19⁰47,001‘","528 4 Užice","JZ Srb."
"766","Borkovac","Zlatibor (Gostilje)","1260","43⁰38,146‘","19⁰50,652‘","528 4 Užice","JZ Srb."
"767","Vučajica","Zlatibor (Gostilje)","1102","43⁰39,798‘","19⁰48,878‘","528 4 Užice","JZ Srb."
"768","Glavica","Zlatibor (Gostilje)","920","43⁰39,081‘","19⁰50,702‘","528 4 Užice","JZ Srb."
"769","Veliki hrast","Zlatibor (Rožanstvo)","962","43⁰42,291‘","19⁰50,371‘","528 4 Užice","JZ Srb."
"770","Zidine","Zlatibor (Sirogojno)","1032","43⁰40,842‘","19⁰51,832‘","528 4 Užice","JZ Srb."
"771","Veliki vrh","Zlatibor (Sirogojno)","1023","43⁰39,849‘","19⁰52,822‘","528 4 Užice","JZ Srb."
"772","Maljska japija","Zlatibor (Sirogojno)","967","43⁰41,008‘","19⁰54,054‘","528 4 Užice","JZ Srb."
"773","Gliza","Zlatibor (Užice, Kriva Reka)","951","43⁰45,138‘","19⁰47,976‘","528 2 Užice","JZ Srb."
"774","Glavica","Zlatibor (Užice, Kriva Reka)","853","43⁰45,726‘","19⁰48,176‘","528 2 Užice","JZ Srb."
"775","Veliki štit","Zlatibor ?","925","43⁰49,441‘","19⁰41,751‘","528 1 Užice","JZ Srb."
"776","Glavica","Zlatibor ?","913","43⁰48,820‘","19⁰40,899‘","528 1 Užice","JZ Srb."
"777","Tomića brdo","Zlatibor ?","891","43⁰48,466‘","19⁰41,270‘","528 1 Užice","JZ Srb."
"778","Vučije brdo","Zlatibor ?","836","43⁰48,521‘","19⁰41,850‘","528 1 Užice","JZ Srb."
"779","Čigota","Zlatibor Čigota","1422","43⁰38,871‘","19⁰46,731‘","528 4 Užice","JZ Srb."
"780","Nevolja","Zlatibor Čigota","1354","43⁰38,157‘","19⁰47,393‘","528 4 Užice","JZ Srb."
"781","Čepovo","Zlatibor Čigota","1185","43⁰39,916‘","19⁰47,363‘","528 4 Užice","JZ Srb."
"782","Brijač","Zlatibor Murternica","1480","43⁰35,380‘","19⁰47,853‘","528 4 Užice","JZ Srb."
"783","Ćuletina","Zlatibor Murternica","1433","43⁰34,415‘","19⁰48,084‘","528 4 Užice","JZ Srb."
"784","Ćuletina","Zlatibor Murternica","1433","43⁰34,418‘","19⁰48,084‘","528 4 Užice","JZ Srb."
"785","Medveđe brdo","Zlatibor Murternica","1389","43⁰35,977‘","19⁰46,595‘","528 4 Užice","JZ Srb."
"786","Svijetnjak","Zlatibor Murternica","1355","43⁰36,682‘","19⁰47,062‘","528 4 Užice","JZ Srb."
"787","Karaula","Zlatibor Murternica","1349","43⁰34,031‘","19⁰49,412‘","528 4 Užice","JZ Srb."
"788","Bela glava","Zlatibor Murternica","1339","43⁰33,536‘","19⁰52,839‘","528 4 Užice","JZ Srb."
"789","Slovića vrh","Zlatibor Murternica","1339","43⁰33,535‘","19⁰52,024‘","528 4 Užice","JZ Srb."
"790","Prlo","Zlatibor Murternica","1319","43⁰33,761‘","19⁰50,389‘","528 4 Užice","JZ Srb."
"791","Šišačka kosa","Zlatibor Murternica","1293","43⁰36,432‘","19⁰45,422‘","528 4 Užice","JZ Srb."
"792","Raškovo brdo","Zlatibor Murternica","1279","43⁰33,366‘","19⁰51,039‘","528 4 Užice","JZ Srb."
"793","Crveni čot","Fruška gora","538","45⁰09,064‘","19⁰43,001‘","378 3 Novi Sad","Vojvodina"
"794","Pavlasov čot","Fruška gora","531","45⁰09,261‘","19⁰43,374‘","378 3 Novi Sad","Vojvodina"
"795","Isin čot","Fruška gora","522","45⁰09,159‘","19⁰44,131‘","378 3 Novi Sad","Vojvodina"
"796","TV toranj","Fruška gora","516","45⁰09,494‘","19⁰52,065‘","378 4 Novi Sad","Vojvodina"
"797","Crvena krečana","Fruška gora","512","45⁰09,509‘","19⁰44,425‘","378 3 Novi Sad","Vojvodina"
"798","Iriški venac spomenik","Fruška gora","509","45⁰09,163‘","19⁰50,723‘","378 4 Novi Sad","Vojvodina"
"799","Ledinački crni čot","Fruška gora","507","45⁰09,435‘","19⁰48,946‘","378 4 Novi Sad","Vojvodina"
"800","Kraljeva stolica","Fruška gora","503","45⁰09,371‘","19⁰49,562‘","378 4 Novi Sad","Vojvodina"
"801","Pletena anta","Fruška gora","500","45⁰09,446‘","19⁰52,970‘","379 4 Novi Sad","Vojvodina"
"802","Gudurički vrh","Vršačke planine","639","45⁰08,226‘","21⁰25,084‘","381 4 Vršac","Vojvodina"
"803","Čoka","Vršačke planine","601","45⁰07,946‘","21⁰25,141‘","381 4 Vršac","Vojvodina"
"804","Vršački vrh (Lisičiji vrh)","Vršačke planine","590","45⁰08,369‘","21⁰22,623‘","381 4 Vršac","Vojvodina"
"805","","Vršačke planine","570","45⁰08,338‘","21⁰22,245‘","382 4 Vršac","Vojvodina"
"806","","Vršačke planine","532","45⁰08,289‘","21⁰25,556‘","382 4 Vršac","Vojvodina"
"807","","Vršačke planine","514","45⁰08,262‘","21⁰21,824‘","381 4 Vršac","Vojvodina"
"808","Ilijak","(G. Milanovac, Semedraž)","510","43⁰59,438‘","20⁰25,035‘","529 2 Čačak","Šumadija"
"809","Krnja jela","(Trudelj)","539","44⁰12,474‘","20⁰26,414‘","479 4 Lazarevac","Šumadija"
"810","Teovac","(Varnice)","653","44⁰11,949‘","20⁰27,677‘","479 4 Lazarevac","Šumadija"
"811","Topovište","(Varnice)","609","44⁰11,153‘","20⁰28,106‘","479 4 Lazarevac","Šumadija"
"812","Spomenik neznanom junaku","Avala","506","44⁰41,338‘","20⁰31,275‘","430 3 Smederevo","Šumadija"
"813","Bukulja","Bukulja","696","44⁰17,907‘","20⁰32,030‘","480 1 Kragujevac","Šumadija"
"814","Mala Bukulja","Bukulja","549","44⁰15,914‘","20⁰32,379‘","480 1 Kragujevac","Šumadija"
"815","Mala Bukulja","Bukulja","534","44⁰16,473‘","20⁰33,705‘","480 1 Kragujevac","Šumadija"
"816","Crni vrh","Crni vrh","708","44⁰00,599‘","21⁰06,949‘","481 3 Lapovo","Šumadija"
"817","Srednji vrh","Crni vrh","641","44⁰01,060‘","21⁰06,584‘","481 3 Lapovo","Šumadija"
"818","Mali vrh","Crni vrh","630","43⁰59,841‘","21⁰07,497‘","531 1 Kruševac","Šumadija"
"819","Grabova glava","Crni vrh","599","44⁰01,513‘","21⁰06,642‘","481 3 Lapovo","Šumadija"
"820","Zeleni kamen","Crni vrh","508","44⁰01,689‘","21⁰08,066‘","481 3 Lapovo","Šumadija"
"821","Lisin laz","Crni vrh Bešnjaja","613","43⁰58,775‘","21⁰02,262‘","531 1 Kruševac","Šumadija"
"822","(Bešnjaja)","Crni vrh Bešnjaja","573","43⁰58,705‘","21⁰04,278‘","531 1 Kruševac","Šumadija"
"823","Selakovo brdo","Crni vrh Bešnjaja","541","43⁰57,358‘","21⁰03,895‘","531 1 Kruševac","Šumadija"
"824","Samar","Gledićke planine","922","43⁰45,042‘","20⁰57,325‘","530 2 Kraljevo","Šumadija"
"825","Jasenovita glava","Gledićke planine","906","43⁰47,561‘","20⁰56,309‘","530 2 Kraljevo","Šumadija"
"826","Dulenski Crni vrh","Gledićke planine","897","43⁰51,663‘","20⁰54,618‘","530 2 Kraljevo","Šumadija"
"827","Šiljata stena","Gledićke planine","868","43⁰48,433‘","20⁰55,889‘","530 2 Kraljevo","Šumadija"
"828","Velika čuka","Gledićke planine","862","43⁰44,714‘","20⁰58,738‘","530 4 Kraljevo","Šumadija"
"829","Smrdan","Gledićke planine","842","43⁰44,734‘","20⁰59,571‘","530 4 Kraljevo","Šumadija"
"830","Čukara","Gledićke planine","841","43⁰43,996‘","20⁰57,587‘","530 4 Kraljevo","Šumadija"
"831","Čukara","Gledićke planine","818","43⁰47,181‘","21⁰00,658‘","531 1 Kruševac","Šumadija"
"832","Grad","Gledićke planine","818","43⁰47,824‘","21⁰00,292‘","531 1 Kruševac","Šumadija"
"833","Brzak","Gledićke planine","803","43⁰49,887‘","20⁰51,618‘","530 2 Kraljevo","Šumadija"
"834","Grabar ?","Gledićke planine","799","43⁰41,759‘","20⁰56,384‘","530 4 Kraljevo","Šumadija"
"835","Karaula","Gledićke planine","792","43⁰49,784‘","20⁰56,728‘","530 2 Kraljevo","Šumadija"
"836","Lipar","Gledićke planine","784","43⁰50,213‘","20⁰51,560‘","530 2 Kraljevo","Šumadija"
"837","","Gledićke planine","782","43⁰51,382‘","20⁰56,083‘","530 2 Kraljevo","Šumadija"
"838","Miletino brdo","Gledićke planine","777","43⁰46,518‘","20⁰54,649‘","530 2 Kraljevo","Šumadija"
"839","Ugara","Gledićke planine","777","43⁰51,160‘","20⁰58,779‘","530 2 Kraljevo","Šumadija"
"840","Vešala","Gledićke planine","776","43⁰50,221‘","20⁰56,038‘","530 2 Kraljevo","Šumadija"
"841","Veliko cerje","Gledićke planine","775","43⁰50,660‘","20⁰55,262‘","530 2 Kraljevo","Šumadija"
"842","Adževac","Gledićke planine","772","43⁰42,700‘","20⁰58,660‘","530 4 Kraljevo","Šumadija"
"843","Cerovi","Gledićke planine","764","43⁰52,958‘","20⁰53,634‘","530 2 Kraljevo","Šumadija"
"844","Tursko brdo","Gledićke planine","763","43⁰43,026‘","20⁰59,397‘","530 4 Kraljevo","Šumadija"
"845","Veliki vis","Gledićke planine","760","43⁰50,476‘","20⁰57,739‘","530 2 Kraljevo","Šumadija"
"846","(Papratna)","Gledićke planine","749","43⁰44,786‘","20⁰55,210‘","530 4 Kraljevo","Šumadija"
"847","Cerovik","Gledićke planine","744","43⁰49,094‘","20⁰56,643‘","530 2 Kraljevo","Šumadija"
"848","Konj","Gledićke planine","744","43⁰49,577‘","20⁰54,908‘","530 2 Kraljevo","Šumadija"
"849","Golo brdo","Gledićke planine","724","43⁰52,455‘","20⁰58,202‘","530 2 Kraljevo","Šumadija"
"850","","Gledićke planine","719","43⁰52,987‘","20⁰55,666‘","530 2 Kraljevo","Šumadija"
"851","Lisa","Gledićke planine","718","43⁰52,153‘","20⁰52,742‘","530 2 Kraljevo","Šumadija"
"852","Okrugli laz","Gledićke planine","710","43⁰48,090‘","20⁰57,125‘","530 2 Kraljevo","Šumadija"
"853","Ostrik","Gledićke planine","708","43⁰48,933‘","20⁰59,134‘","530 2 Kraljevo","Šumadija"
"854","Dren","Gledićke planine","707","43⁰53,955‘","20⁰53,946‘","530 2 Kraljevo","Šumadija"
"855","Vis","Gledićke planine","698","43⁰51,201‘","20⁰57,624‘","530 2 Kraljevo","Šumadija"
"856","Bogalinačka kosa","Gledićke planine","697","43⁰49,449‘","21⁰00,925‘","531 1 Kruševac","Šumadija"
"857","Drenovak","Gledićke planine","695","43⁰53,093‘","20⁰54,752‘","530 2 Kraljevo","Šumadija"
"858","(Pogorelac)","Gledićke planine","694","43⁰44,156‘","21⁰01,204‘","531 3 Kruševac","Šumadija"
"859","Klik","Gledićke planine","689","43⁰42,862‘","20⁰55,091‘","530 4 Kraljevo","Šumadija"
"860","Osredak","Gledićke planine","680","43⁰51,813‘","20⁰59,692‘","530 2 Kraljevo","Šumadija"
"861","Kozija grba","Gledićke planine","673","43⁰46,497‘","21⁰01,912‘","531 1 Kruševac","Šumadija"
"862","Alovita čukara","Gledićke planine","667","43⁰50,998‘","21⁰00,977‘","531 1 Kruševac","Šumadija"
"863","Veliki Kremenac","Gledićke planine","657","43⁰52,062‘","21⁰02,357‘","531 1 Kruševac","Šumadija"
"864","Guvnište","Gledićke planine","656","43⁰54,919‘","20⁰56,204‘","530 2 Kraljevo","Šumadija"
"865","Straža","Gledićke planine","651","43⁰55,981‘","20⁰56,707‘","530 2 Kraljevo","Šumadija"
"866","Stražara (Dubovi)","Gledićke planine","651","43⁰55,984‘","20⁰56,702‘","530 2 Kraljevo","Šumadija"
"867","Veliko brdo","Gledićke planine","649","43⁰41,539‘","20⁰58,474‘","530 4 Kraljevo","Šumadija"
"868","Kokošinja glava","Gledićke planine","643","43⁰42,209‘","20⁰55,172‘","530 4 Kraljevo","Šumadija"
"869","Đula","Gledićke planine","639","43⁰49,501‘","20⁰53,530‘","530 2 Kraljevo","Šumadija"
"870","Sitno kamenje","Gledićke planine","634","43⁰53,885‘","20⁰56,901‘","530 2 Kraljevo","Šumadija"
"871","Čukar","Gledićke planine","622","43⁰53,617‘","20⁰52,286‘","530 2 Kraljevo","Šumadija"
"872","Osredak","Gledićke planine","620","43⁰52,019‘","21⁰00,483‘","531 1 Kruševac","Šumadija"
"873","Veljovac","Gledićke planine","615","43⁰50,899‘","20⁰50,174‘","530 2 Kraljevo","Šumadija"
"874","Vučija kosa","Gledićke planine","611","43⁰54,339‘","20⁰53,193‘","530 2 Kraljevo","Šumadija"
"875","Kruškova kosa","Gledićke planine","605","43⁰53,531‘","20⁰57,782‘","530 2 Kraljevo","Šumadija"
"876","Gradina","Gledićke planine","592","43⁰55,102‘","20⁰53,329‘","530 2 Kraljevo","Šumadija"
"877","Grad","Gledićke planine","589","43⁰45,284‘","21⁰02,678‘","531 1 Kruševac","Šumadija"
"878","Bunta","Gledićke planine","575","43⁰39,337‘","20⁰57,764‘","530 4 Kraljevo","Šumadija"
"879","Gradina Čestinska","Gledićke planine","564","43⁰53,371‘","20⁰51,055‘","530 2 Kraljevo","Šumadija"
"880","Kupres","Gledićke planine","564","43⁰52,188‘","21⁰03,870‘","531 1 Kruševac","Šumadija"
"881","Zbegovište","Gledićke planine","537","43⁰40,820‘","21⁰01,651‘","531 3 Kruševac","Šumadija"
"882","(Ječmenište)","Gledićke planine","531","43⁰42,806‘","21⁰02,057‘","531 3 Kruševac","Šumadija"
"883","Preslo","Gledićke planine","522","43⁰44,813‘","21⁰01,976‘","531 3 Kruševac","Šumadija"
"884","Siva čuka","Gledićke planine","522","43⁰43,190‘","21⁰02,044‘","531 3 Kruševac","Šumadija"
"885","Kremenac","Gledićke planine","503","43⁰56,216‘","20⁰50,626‘","530 2 Kraljevo","Šumadija"
"886","Crni vrh","Ješevac","902","44⁰00,282‘","22⁰33,490‘","480 3 Kragujevac","Šumadija"
"887","Mali Crni vrh","Ješevac","880","43⁰59,949‘","20⁰33,219‘","530 1 Kraljevo","Šumadija"
"888","Bukovik","Ješevac","851","43⁰57,211‘","20⁰31,534‘","530 1 Kraljevo","Šumadija"
"889","Ostrica","Ješevac","802","43⁰56,043‘","20⁰32,191‘","530 1 Kraljevo","Šumadija"
"890","Veliki vrh","Ješevac","766","43⁰59,658‘","20⁰35,086‘","530 1 Kraljevo","Šumadija"
"891","Pavlovača","Ješevac","741","44⁰00,307‘","20⁰35,538‘","480 3 Kragujevac","Šumadija"
"892","Trijeska","Ješevac","736","44⁰00,208‘","20⁰31,343‘","480 3 Kragujevac","Šumadija"
"893","Klik Grabovački","Ješevac","722","44⁰01,102‘","20⁰32,443‘","480 3 Kragujevac","Šumadija"
"894","Tipac","Ješevac","710","44⁰00,538‘","20⁰35,996‘","480 3 Kragujevac","Šumadija"
"895","Rastovljak","Ješevac","700","43⁰58,942‘","20⁰31,624‘","530 1 Kraljevo","Šumadija"
"896","Cerje","Ješevac","695","43⁰59,906‘","20⁰36,741‘","530 1 Kraljevo","Šumadija"
"897","Veliki vrh","Ješevac","692","44⁰00,864‘","20⁰31,193‘","480 3 Kragujevac","Šumadija"
"898","Veliki vrh Grabovački (Rilova ploča)","Ješevac","692","44⁰00,864‘","20⁰31,183‘","480 3 Kragujevac","Šumadija"
"899","Veliki vrh (Marino brdo)","Ješevac","673","43⁰56,083‘","20⁰35,490‘","530 1 Kraljevo","Šumadija"
"900","Lozovac","Ješevac","671","43⁰59,088‘","20⁰35,521‘","530 1 Kraljevo","Šumadija"
"901","Stamatovica","Ješevac","671","43⁰58,903‘","20⁰30,708‘","530 1 Kraljevo","Šumadija"
"902","Ješevačka kosa","Ješevac","663","43⁰58,871‘","20⁰34,024‘","530 1 Kraljevo","Šumadija"
"903","Stanimirova glava","Ješevac","654","43⁰58,181‘","20⁰33,897‘","530 1 Kraljevo","Šumadija"
"904","Siljevica","Ješevac","606","43⁰58,570‘","20⁰36,429‘","530 1 Kraljevo","Šumadija"
"905","Redžovića krš","Ješevac","583","43⁰55,307‘","20⁰35,978‘","530 1 Kraljevo","Šumadija"
"906","Borački vrh","Ješevac","564","43⁰56,694‘","20⁰35,880‘","530 1 Kraljevo","Šumadija"
"907","Klik Bečevički","Ješevac","549","43⁰59,030‘","20⁰38,203‘","530 1 Kraljevo","Šumadija"
"908","Borački krš","Ješevac","515","43⁰57,880‘","20⁰36,531‘","530 1 Kraljevo","Šumadija"
"909","Veliki Vetren","Juhor","775","43⁰48,716‘","21⁰16,196‘","531 2 Kruševac","Šumadija"
"910","Mali Vetren","Juhor","735","43⁰48,423‘","21⁰15,630‘","530 2 Kraljevo","Šumadija"
"911","Lipovica","Juhor","712","43⁰48,487‘","21⁰15,316‘","531 2 Kruševac","Šumadija"
"912","(Šarovljeva kosa)","Juhor","709","43⁰50,144‘","21⁰15,885‘","531 2 Kruševac","Šumadija"
"913","Odžinac","Juhor","692","43⁰52,220‘","21⁰16,270‘","530 2 Kraljevo","Šumadija"
"914","Cvetkov grob","Juhor","689","43⁰49,887‘","21⁰15,981‘","531 2 Kruševac","Šumadija"
"915","Bukovica","Juhor","687","43⁰47,172‘","21⁰14,342‘","530 1 Kraljevo","Šumadija"
"916","Bukovica","Juhor","686","43⁰47,173‘","21⁰14,341‘","531 1 Kruševac","Šumadija"
"917","Zmajevica","Juhor","686","43⁰47,783‘","21⁰15,566‘","531 2 Kruševac","Šumadija"
"918","Dobra voda","Juhor","686","43⁰50,527‘","21⁰15,955‘","530 2 Kraljevo","Šumadija"
"919","Oštra glava","Juhor","622","43⁰51,159‘","21⁰16,678‘","531 2 Kruševac","Šumadija"
"920","Gradište","Juhor","583","43⁰46,408‘","21⁰14,034‘","531 1 Kruševac","Šumadija"
"921","Veliki Jelenjak","Juhor","575","43⁰48,080‘","21⁰13,380‘","530 1 Kraljevo","Šumadija"
"922","Cepani kamen","Juhor","567","43⁰52,637‘","21⁰16,832‘","531 2 Kruševac","Šumadija"
"923","Medveđa glava","Juhor","567","43⁰50,373‘","21⁰17,032‘","531 2 Kruševac","Šumadija"
"924","Mali Jelenjak","Juhor","528","43⁰48,599‘","21⁰12,897‘","531 1 Kruševac","Šumadija"
